observables,supnorm_each,radius_each,rho_total,log2,zero_free_margin,uniform_logZ_bound,distinct_mixed_cumulant_bound,pass
1,1.0,0.5,0.5,0.6931471805599453,0.3512787292998718,1.0461752700778737,2.0923505401557474,True
2,1.0,0.25,0.5,0.6931471805599453,0.3512787292998718,1.0461752700778737,16.73880432124598,True
4,1.0,0.125,0.5,0.6931471805599453,0.3512787292998718,1.0461752700778737,4285.133906238971,True
8,1.0,0.0625,0.5,0.6931471805599453,0.3512787292998718,1.0461752700778737,4493288570.868435,True
16,1.0,0.03125,0.5,0.6931471805599453,0.3512787292998718,1.0461752700778737,1.2647482958394495e+24,True
32,1.0,0.015625,0.5,0.6931471805599453,0.3512787292998718,1.0461752700778737,6.56694860332445e+57,True
