g_B,lambda_det,block_gap_LB_units,gap_gt_3,ground_energy
1.46,0.1,0.8540394417721595,False,-1.3778183968995232
1.46,0.2,0.7801856200581175,False,-1.4571639688763793
1.48,0.0,0.8078285148858537,False,-1.2333440232405515
1.48,0.02,0.8052089801925946,False,-1.2342999701641741
1.48,0.05,0.7924259329644042,False,-1.2393959084849913
1.48,0.1,0.7567175352766332,False,-1.2586681936052888
1.48,0.2,0.6936635736407585,False,-1.352324176553733
1.5,0.0,0.7199527807224807,False,-1.1216692344143318
1.5,0.02,0.7172483824900486,False,-1.1227575384595823
1.5,0.05,0.7042065721723458,False,-1.128575600537594
1.5,0.1,0.669221896914165,False,-1.1508018979904657
1.5,0.2,0.6195229442339321,False,-1.2611529425726349
1.52,0.0,0.6409119340555153,False,-1.0201604761414529
1.52,0.02,0.6381247964047262,False,-1.0213954995298926
1.52,0.05,0.6248711381853378,False,-1.0280203837927386
1.52,0.1,0.591041040063951,False,-1.0536265643114051
1.52,0.2,0.5573348471328635,False,-1.1831337679026572
1.54,0.0,0.5700815205737001,False,-0.928125081049556
1.54,0.02,0.5672140044156553,False,-0.9295219233872459
1.54,0.05,0.553803354541146,False,-0.9370451260701091
1.54,0.1,0.5216274561046966,False,-0.966515519611235
1.54,0.2,0.5064111326119962,False,-1.1174955626755618
1.56,0.0,0.5068121820871002,False,-0.8448482344086742
1.56,0.02,0.503866897484321,False,-0.8464227396527028
1.56,0.05,0.49036329455768396,False,-0.854943395589057
1.56,0.1,0.4604181048760326,False,-0.8888289460292534
1.56,0.2,0.4657652196330022,False,-1.0631734632763028
1.58,0.0,0.4504488059456442,False,-0.7696120517633033
1.58,0.02,0.4474286508384156,False,-0.7713808373481994
1.58,0.05,0.43390686703713555,False,-0.7810068522330421
1.58,0.1,0.4068523599518516,False,-0.8199319394950338
1.58,0.2,0.434141465062428,False,-1.018838149244403
1.6,0.0,0.4003472319382627,False,-0.7017122221727826
1.6,0.02,0.39725545781475813,False,-0.7036927303102591
1.6,0.05,0.38380287207994745,False,-0.714542224297581
1.6,0.1,0.36038476661929936,False,-0.7592073916776827
1.6,0.2,0.41012291620719576,False,-0.9830035095782693
1.62,0.0,0.3558876725787764,False,-0.6404713699504021
1.62,0.02,0.3527279768154791,False,-0.6426819402396955
1.62,0.05,0.33944676774701665,False,-0.6548850099446295
1.62,0.1,0.32049041772993125,False,-0.7060614900581462
1.62,0.2,0.39227936216120995,False,-0.9541745772604342
1.6400000000000001,0.0,0.3164845782404936,False,-0.5852488639614227
1.6400000000000001,0.02,0.31326122268022266,False,-0.5877088262757262
1.6400000000000001,0.05,0.3002708595786222,False,-0.6014096142513922
1.6400000000000001,0.1,0.28666168559374,False,-0.6599205651779061
1.6400000000000001,0.2,0.3792975207511542,False,-0.9309775731036126
1.6600000000000001,0.0,0.2815931158206445,False,-0.5354472413085124
1.6600000000000001,0.02,0.2783110715147754,False,-0.5381770282851513
1.6600000000000001,0.05,0.26575105150395023,False,-0.553536059473018
1.6600000000000001,0.1,0.2583969257525231,False,-0.6202198933341713
1.6600000000000001,0.2,0.37005717724368836,False,-0.9122358799017519
1.6800000000000002,0.0,0.2507127029353473,False,-0.49051568603474377
1.6800000000000002,0.02,0.24737782164053582,False,-0.4935369651829751
1.6800000000000002,0.05,0.2354105504483801,False,-0.5107336599372101
1.6800000000000002,0.1,0.2351848011170627,False,-0.5863880974340101
1.6800000000000002,0.2,0.3636521844662872,False,-0.8969908614852613
1.7000000000000002,0.0,0.22338816604484488,False,-0.4499511302883182
1.7000000000000002,0.02,0.22000737984132748,False,-0.45328695655205686
1.7000000000000002,0.05,0.20882101309191492,False,-0.47252214900412065
1.7000000000000002,0.1,0.21649111976117913,False,-0.5578340354212494
1.7000000000000002,0.2,0.3593750345006165,False,-0.8844862416205101
1.7200000000000002,0.0,0.19920910795768115,False,-0.4132975627919508
1.7200000000000002,0.02,0.19579065910176913,False,-0.4169725532255682
1.7200000000000002,0.05,0.18560159944076582,False,-0.4384707214870892
1.7200000000000002,0.1,0.20175605245615535,False,-0.5339440403292093
1.7200000000000002,0.2,0.3566851792072898,False,-0.8741362244256101
1.7400000000000002,0.0,0.1778080187656452,False,-0.3801440783512385
1.7400000000000002,0.02,0.17436172250291224,False,-0.384184611288555
1.7400000000000002,0.05,0.1654163003680369,False,-0.4081953571144119
1.7400000000000002,0.1,0.19040599905478273,False,-0.5140937807210292
1.7400000000000002,0.2,0.35517453285365364,False,-0.8654907934937316
1.7599999999999998,0.0,0.15885757882731444,False,-0.3501221169336723
1.7599999999999998,0.02,0.15539512230055397,False,-0.3545565585821615
1.7599999999999998,0.05,0.14796978554661974,False,-0.381354669565944
1.7599999999999998,0.1,0.18187729871571529,False,-0.4976719375881371
1.7599999999999998,0.2,0.3545366685800657,False,-0.8582047048224334
1.7799999999999998,0.0,0.14206750736257498,False,-0.32290224597449
1.7799999999999998,0.02,0.13860278787785046,False,-0.32776120767860517
1.7799999999999998,0.05,0.133001931964722,False,-0.3576444391251314
1.7799999999999998,0.1,0.17564325377322976,False,-0.4841071697110756
1.7799999999999998,0.2,0.3545417870819917,False,-0.8520122547176269
1.7999999999999998,0.0,0.12718122038489602,False,-0.29819074986457933
1.7999999999999998,0.02,0.12373072605676119,False,-0.30350737926109117
1.7999999999999998,0.05,0.12028120792573102,False,-0.33679100153900005
