g_B,lambda_det,block_gap_LB_units,gap_gt_3,ground_energy
2.48,0.0,0.0051785656153040885,False,-0.03536841531249521
2.48,0.02,0.02877691658340923,False,-0.08659351633049939
2.48,0.05,0.08893199766752366,False,-0.2050761278677376
2.48,0.1,0.18914144813761016,False,-0.40463740063394404
2.48,0.2,0.389308388588603,False,-0.8043554065832246
2.5,0.0,0.004778812355872419,False,-0.03361805630137679
2.5,0.02,0.02922208021651973,False,-0.08613130818441872
2.5,0.05,0.08941337752197517,False,-0.2047883568679928
2.5,0.1,0.18961293148756714,False,-0.4043934995000422
2.5,0.2,0.38977022422494323,False,-0.8041361067738293
2.52,0.0,0.004412743907112979,False,-0.03196984245282515
2.52,0.02,0.029655827307627933,False,-0.08571245750692631
2.52,0.05,0.08987242451662404,False,-0.20452128539788622
2.52,0.1,0.19006190541169604,False,-0.4041653360454776
2.52,0.2,0.3902099729459251,False,-0.803930079106497
2.54,0.0,0.004077287368249274,False,-0.03041687384639749
2.54,0.02,0.030076786351596482,False,-0.08533183373020764
2.54,0.05,0.09031005232183834,False,-0.20427305282178848
2.54,0.1,0.19048946288954274,False,-0.40395167750007055
2.54,0.2,0.39062874306938505,False,-0.803736369663841
2.56,0.0,0.003769671211021175,False,-0.02895278214126508
2.56,0.02,0.030484025354938007,False,-0.08498502320157146
2.56,0.05,0.09072717635013013,False,-0.20404200231885802
2.56,0.1,0.19089665399868863,False,-0.4037514068268566
2.56,0.2,0.39102759045188146,False,-0.8035541051403059
2.58,0.0,0.003487393695098727,False,-0.027571684468420284
2.58,0.02,0.030876960593595133,False,-0.08466821765291607
2.58,0.05,0.09112470359802127,False,-0.20382665450537557
2.58,0.1,0.19128448509936838,False,-0.40356350992469386
2.58,0.2,0.3914075199543964,False,-0.8033824849202091
2.6,0.0,0.0032281948017028952,False,-0.026268141771474917
2.6,0.02,0.03125528242309297,False,-0.08437812096617328
2.6,0.05,0.09150352501509537,False,-0.2036256849709793
2.6,0.1,0.19165391866475393,False,-0.4033870644640775
2.6,0.2,0.39176948708502046,False,-0.8032207740494067
2.62,0.0,0.002990031270991785,False,-0.025037121124176578
2.62,0.02,0.031618895203315484,False,-0.08411187127428178
2.62,0.05,0.09186450987104854,False,-0.20343790507965087
2.62,0.1,0.19200587360825466,False,-0.403221230120425
2.62,0.2,0.39211439976315005,False,-0.8030682969865294
2.64,0.0,0.00277105438014592,False,-0.02387396160716246
2.64,0.02,0.03196786882272674,False,-0.08386697584902256
2.64,0.05,0.09220850170001334,False,-0.20326224550421834
2.64,0.1,0.1923412259890065,False,-0.4030652400069151
2.64,0.2,0.39244312016093136,False,-0.802924432035975
2.66,0.0,0.002569590143794702,False,-0.022774343374129306
2.66,0.02,0.03230239970468561,False,-0.08364125661639431
2.66,0.05,0.09253631548723122,False,-0.20309774205801828
2.66,0.1,0.1926608100006078,False,-0.4029183931400776
2.66,0.2,0.39275646658672997,False,-0.802788606378537
2.68,0.0,0.0023841216573680275,False,-0.021734259579406983
2.68,0.02,0.032622779534793644,False,-0.08343280449020228
2.68,0.05,0.09284873583126153,False,-0.20294352346395794
2.68,0.1,0.19296541916739166,False,-0.40278004779718424
2.68,0.2,0.3930552153828018,False,-0.8026602916270951
2.7,0.0,0.0022132733379070443,False,-0.020749990875645476
2.7,0.02,0.03292937025672127,False,-0.08323994101849065
2.7,0.05,0.0931465158688942,False,-0.20279880076312917
2.7,0.1,0.1932558076879257,False,-0.40264961564585056
2.7,0.2,0.3933401028153455,False,-0.802538999844685
2.72,0.0,0.0020557968464929126,False,-0.019818082222618938
2.72,0.02,0.03322258414598204,False,-0.08306118609667613
2.72,0.05,0.09343037679309671,False,-0.2026628581157137
2.72,0.1,0.19353269187788116,False,-0.4025265565441501
2.72,0.2,0.3936118269399654,False,-0.8024242799705306
2.74,0.0,0.0019105585023271726,False,-0.018935321776586096
2.74,0.02,0.033502867989876894,False,-0.08289523071847567
2.74,0.05,0.09370100782857134,False,-0.20253504478796813
2.74,0.1,0.19379675167442464,False,-0.40241037392447243
2.74,0.2,0.3938710494296169,False,-0.8023157146068867
2.7600000000000002,0.0,0.0017765280211177077,False,-0.018098721654714153
2.7600000000000002,0.02,0.03377069058308466,False,-0.08274091391669829
2.7600000000000002,0.05,0.09395906655700477,False,-0.20241476815290155
2.7600000000000002,0.1,0.19404863217231785,False,-0.40230061068681167
2.7600000000000002,0.2,0.3941183973551811,False,-0.802212917125473
2.7800000000000002,0.0,0.001652768430216868,False,-0.017305500391199654
2.7800000000000002,0.02,0.0340265328969922,False,-0.08259720319503011
2.7800000000000002,0.05,0.09420517950593751,False,-0.20230148755988048
2.7800000000000002,0.1,0.19428894516847448,False,-0.4021968455378189
2.7800000000000002,0.2,0.3943544649115694,False,-0.8021155290576659
2.8000000000000003,0.0,0.0015384270302939828,False,-0.016553066921274364
2.8000000000000003,0.02,0.03427088040249274,False,-0.0824631778750064
2.8000000000000003,0.05,0.09443994293285857,False,-0.20219470895138664
2.8000000000000003,0.1,0.1945182706968859,False,-0.40209868972072615
2.8000000000000003,0.2,0.39457981508425505,False,-0.8020232177370292
2.8200000000000003,0.0,0.001432727288520558,False,-0.0158390059465853
2.8200000000000003,0.02,0.034504217124896173,False,-0.08233801488297489
2.8200000000000003,0.05,0.09466392375010176,False,-0.20209398012395918
2.8200000000000003,0.1,0.1947371585401155,False,-0.40200578408886933
2.8200000000000003,0.2,0.3947949812528412,False,-0.801935674166645
2.8400000000000003,0.0,0.0013349615615802137,False,-0.015161064550764805
2.8400000000000003,0.02,0.03472702108997294,False,-0.08222097658454854
2.8400000000000003,0.05,0.09487766054753298,False,-0.20199888654618342
2.8400000000000003,0.1,0.1949461297069094,False,-0.40191779648188364
2.8400000000000003,0.2,0.39500046872965416,False,-0.8018526110870969
2.8600000000000003,0.0,0.0012444845585250722,False,-0.014517139947599492
2.8600000000000003,0.02,0.03493976088532865,False,-0.0821114003416398
2.8600000000000003,0.05,0.09508166467898443,False,-0.2019090476595922
2.8600000000000003,0.1,0.195145677868206,False,-0.40183441936907816
2.8600000000000003,0.2,0.39519675623241673,False,-0.8017737612238127
2.8800000000000003,0.0,0.0011607074637931033,False,-0.013905268256276804
2.8800000000000003,0.02,0.03514289311409506,False,-0.08200868952268955
2.8800000000000003,0.05,0.09527642138578019,False,-0.20182411359938207
2.8800000000000003,0.1,0.1953362707460328,False,-0.40175536772918746
2.8800000000000003,0.2,0.39538429729087804,False,-0.801698875695008
2.9000000000000004,0.0,0.0010830926497563294,False,-0.013323614208917246
2.9000000000000004,0.02,0.0353368605606266,False,-0.08191230574211124
2.9000000000000004,0.05,0.09546239093645469,False,-0.20174376228094298
2.9000000000000004,0.1,0.19551835145148133,False,-0.4016803771396088
2.9000000000000004,0.2,0.3955635215880026,False,-0.8016277225636659
2.92,0.0,0.0010111489161433607,False,-0.01277046170514943
2.92,0.02,0.0355220909225301,False,-0.0818217621424027
2.92,0.05,0.09564000976654223,False,-0.20166769680597435
2.92,0.1,0.19569233976938724,False,-0.4016092020517057
2.92,0.2,0.3957348362367954,False,-0.8015600855188824
2.94,0.0,0.0009444272007072419,False,-0.012244205136992365
2.94,0.02,0.03569899599130523,False,-0.08173661756309827
2.94,0.05,0.09580969160600801,False,-0.20159564314843692
2.94,0.1,0.19585863338839068,False,-0.40154161423163537
2.94,0.2,0.3958986269942697,False,-0.8014957626735901
2.96,0.0,0.000882516711708161,False,-0.011743341414898306
2.96,0.02,0.03586797118656521,False,-0.0816564714660708
2.96,0.05,0.09597182858499508,False,-0.20152734808611275
2.96,0.1,0.1960176090759566,False,-0.40147740134872867
2.96,0.2,0.3960552594143075,False,-0.8014345654670725
2.98,0.0,0.0008250414382530158,False,-0.011266462632584693
2.98,0.02,0.03602939536715035,False,-0.08158095950767144
2.98,0.05,0.09612679231089433,False,-0.2014625773482051
2.98,0.1,0.1961696237985859,False,-0.40141636569561
2.98,0.2,0.3962050799414631,False,-0.801376317662067
3.0,0.0,0.0007716569993689842,False,-0.010812249314340773
3.0,0.02,0.03618363085729769,False,-0.08150974966547878
3.0,0.05,0.09627493491172005,False,-0.20140111395336466
3.0,0.1,0.19631501578797567,False,-0.4013583230261468
3.0,0.2,0.3963484169478123,False,-0.8013208544272366
