E,schur_eigen_residual,Q_separation,B_norm,self_energy_bound
-4.099264023769333,1.3322676295501878e-14,2.3837084682137775,3.125,4.0968201985362045
-0.9540556602263807,9.992007221626409e-16,-0.7614998953291746,3.125,inf
-0.17397497642856297,3.608224830031759e-16,-1.5415805791269923,3.125,inf
-0.1000000000000007,5.134781488891349e-16,-1.6155555555555545,3.125,inf
