D,alpha,mu,mu_minus_alpha,entropy_threshold_2logD,excess,partial_N100,analytic_infinite_bound,pass
8,1.0,5.208883083359671,4.208883083359671,4.1588830833596715,0.05,0.3026991945777262,0.3047526014541582,True
8,1.0,5.258883083359671,4.258883083359671,4.1588830833596715,0.1,0.1485609416745729,0.1485676866371112,True
8,1.0,5.4088830833596715,4.4088830833596715,4.1588830833596715,0.25,0.055012682252170444,0.055012682252934424,True
8,1.0,5.6588830833596715,4.6588830833596715,4.1588830833596715,0.5,0.0240858450396375,0.024085845039637496,True
8,1.0,6.1588830833596715,5.1588830833596715,4.1588830833596715,1.0,0.009093386044833231,0.009093386044833231,True
8,1.0,7.1588830833596715,6.1588830833596715,4.1588830833596715,2.0,0.0024455881679635266,0.0024455881679635266,True
